"","genre","yob","age","pob","citizenship","citizenship_code","religion","age_arrival_ita","years_in_ita","legal_status","legal_status_binary","educational_title","years_of_education","recognized","italian_language_knowledge","recognized_binary","avg_monthly_salary","avg_working_hours_pw","avg_monthly_income_cohabiting_persons","marital_status","partner_citizenship","n_of_children","n_of_cohabiting_persons","personal_money_back_home","cohabiting_persons_money_back_home","GP","first_aid","specialist_visits_SSN","specialist_visits_private","volunteer_center","prevention"
"535","Male",1993,23,"Italy","Africa","436","Muslim",0,23,"Dual citizenship","Legal","Upper secondary school",13,NA,"Very well",NA,300,15,1300,"Single","I do not have a spouse/partner",0,4,0,0,"Yes","Yes","No","No","No","No"
"536","Male",1980,36,"Abroad","Europe","235","Catholic Christian",27,9,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"No","Very","No",800,55,800,"Single","I do not have a spouse/partner",0,1,0,0,"Yes","Yes","No","No","No","No"
"537","Male",1985,31,"Abroad","Europe","235","Catholic Christian",20,11,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"No","Very","No",1400,40,1600,"Married","Same as respondent",1,3,0,0,"Yes","No","No","No","No","No"
"538","Female",1996,20,"Italy","America","615","Catholic Christian",0,20,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,200,20,2000,"Single","I do not have a spouse/partner",0,5,0,0,"Yes","Yes","No","No","No","No"
"539","Female",1983,33,"Abroad","Africa","402","Catholic Christian",21,12,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",600,20,2000,"Married","Same as respondent",2,4,0,0,"Yes","Yes","Yes","No","No","Yes"
"540","Male",1959,57,"Abroad","Europe","201","Muslim",31,26,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1800,40,1800,"Married","Same as respondent",3,5,0,0,"Yes","Yes","No","No","No","Yes"
"541","Male",1961,55,"Abroad","Africa","436","Muslim",38,17,"Dual citizenship","Legal","Lower secondary school",8,"No","Very","No",1800,40,1900,"Married","Same as respondent",4,6,0,0,"Yes","No","No","No","No","Yes"
"542","Female",1983,33,"Abroad","Africa","436","Muslim",23,10,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Fairly","No",780,30,780,"Married","Same as respondent",2,4,0,0,"Yes","No","No","No","No","No"
"543","Male",1986,30,"Abroad","Africa","450","Muslim",14,16,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Fairly","No",600,40,600,"Single","I do not have a spouse/partner",0,1,0,0,"No","Yes","No","No","No","No"
"544","Male",1975,41,"Abroad","Asia","344","Muslim",28,13,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Fairly","No",800,40,1200,"Married","Same as respondent",3,5,0,0,"Yes","No","No","No","No","No"
"545","Male",1970,46,"Abroad","Asia","314","Buddhist",31,15,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Fairly",NA,1000,40,1700,"Married","Same as respondent",2,4,0,0,"Yes","No","No","No","No","Yes"
"546","Female",1973,43,"Abroad","Africa","436","Muslim",27,16,"Dual citizenship","Legal","Lower secondary school",8,"No","Very","No",800,30,800,"Widowed","I do not have a spouse/partner",2,3,0,0,"Yes","Yes","No","No","No","Yes"
"547","Female",1983,33,"Abroad","Europe","235","Catholic Christian",27,6,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"No","Fairly","No",1000,50,1000,"Married","Same as respondent",1,1,400,400,"Yes","Yes","No","No","No","No"
"548","Male",1978,38,"Abroad","Africa","436","Muslim",20,18,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",1200,40,1200,"Married","Same as respondent",3,5,0,0,"Yes","No","No","No","No","No"
"549","Female",1980,36,"Abroad","Africa","404","Catholic Christian",21,15,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,NA,"Very well",NA,700,30,2500,"Married","Italian",1,3,0,0,"Yes","Yes","No","Yes","No","Yes"
"550","Female",1975,41,"Abroad","Asia","323","Muslim",23,18,"CE long-term residence permit","Legal","Vocational qualification",11,"No","Very well","No",700,30,2200,"Married","Italian",2,4,0,0,"Yes","Yes","Yes","No","No","Yes"
"551","Male",1995,21,"Abroad","America","608","No religion",2,19,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,200,10,1600,"Single","I do not have a spouse/partner",0,4,0,0,"Yes","Yes","No","No","No","No"
"552","Female",1994,22,"Italy","Africa","419","Muslim",0,22,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,300,15,1700,"Single","I do not have a spouse/partner",0,5,0,0,"Yes","Yes","No","No","No","Yes"
"553","Male",1980,36,"Abroad","Asia","305","Muslim",23,13,"CE long-term residence permit","Legal","Lower secondary school",8,NA,"Very well",NA,1400,40,1400,"Married","Same as respondent",2,4,0,0,"Yes","Yes","No","No","No","Yes"
"554","Male",1990,26,"Italy","America","605","Catholic Christian",0,26,"Dual citizenship","Legal","University degree or postgraduate diploma",16,NA,"Very well",NA,1300,30,1300,"Single","I do not have a spouse/partner",0,1,0,0,"Yes","Yes","Yes","No","No","No"
"555","Male",1979,37,"Abroad","Africa","450","Muslim",22,15,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",1000,40,1000,"Married","Same as respondent",3,1,0,0,"Yes","Yes","No","No","No","No"
"556","Female",1959,57,"Abroad","America","605","Catholic Christian",30,27,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"No","Very well","No",500,35,1500,"Married","Italian",2,2,0,0,"Yes","Yes","Yes","No","No","Yes"
"557","Female",1995,21,"Abroad","Asia","330","Sikh",4,17,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,300,15,2100,"Single","I do not have a spouse/partner",0,6,0,0,"Yes","Yes","Yes","No","No","Yes"
"558","Female",1982,34,"Abroad","Europe","243","Catholic Christian",27,7,"Expired residence permit/visa being renewed","Legal","Lower secondary school",8,"No","Fairly","No",950,48,950,"Married","Same as respondent",0,1,0,0,"Yes","No","No","No","No","Yes"
"559","Male",1978,38,"Abroad","Africa","436","Muslim",19,19,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,900,40,1850,"Married","Same as respondent",3,5,0,0,"Yes","No","Yes","No","No","No"
"560","Male",1990,26,"Italy","Africa","423","Catholic Christian",0,26,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,400,10,1600,"Single","I do not have a spouse/partner",0,5,0,0,"Yes","Yes","No","No","No","No"
"561","Female",1981,35,"Abroad","Europe","233","Catholic Christian",25,10,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"No","Very","No",1000,50,1000,"Divorced/Separated","I do not have a spouse/partner",0,1,0,0,"Yes","Yes","No","No","No","No"
"562","Male",1978,38,"Abroad","Asia","314","Buddhist",22,16,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1800,40,2000,"Married","Same as respondent",2,4,0,0,"Yes","No","No","No","No","Yes"
"563","Male",1960,56,"Abroad","Africa","436","Muslim",30,26,"Dual citizenship","Legal","Lower secondary school",8,"No","Very","No",1600,48,1600,"Widowed","I do not have a spouse/partner",5,3,0,0,"Yes","No","No","No","No","Yes"
"564","Male",1995,21,"Italy","Africa","428","Catholic Christian",0,21,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,400,20,1700,"Single","I do not have a spouse/partner",0,5,0,0,"Yes","Yes","No","No","No","No"
"565","Female",1975,41,"Abroad","America","514","Catholic Christian",0,41,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1900,48,1900,"Married","Italian",2,4,0,0,"Yes","Yes","Yes","No","No","Yes"
"566","Male",1976,40,"Abroad","Africa","419","Muslim",28,12,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,1500,40,1500,"Married","Same as respondent",3,5,0,0,"Yes","Yes","No","No","No","Yes"
"567","Male",1996,20,"Italy","Africa","443","Catholic Christian",0,20,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,140,15,1800,"Single","I do not have a spouse/partner",0,5,0,0,"No","No","No","No","No","No"
"568","Female",1995,21,"Italy","Africa","436","Muslim",0,21,"Dual citizenship","Legal","Upper secondary school",13,NA,"Very well",NA,150,4,1900,"Single","I do not have a spouse/partner",0,6,0,0,"Yes","No","No","No","No","Yes"
"569","Male",1955,61,"Abroad","Europe","243","Catholic Christian",53,8,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Fairly","No",900,50,900,"Widowed","I do not have a spouse/partner",2,1,0,0,"Yes","Yes","Yes","No","No","Yes"
"570","Male",1981,35,"Abroad","America","609","Catholic Christian",19,16,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1200,40,1200,"Single","I do not have a spouse/partner",0,1,0,0,"Yes","No","No","No","No","No"
"571","Female",1974,42,"Abroad","Africa","436","Muslim",29,13,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Fairly","No",900,50,900,"Widowed","I do not have a spouse/partner",2,3,0,0,"Yes","No","No","No","No","Yes"
"572","Female",1976,40,"Abroad","Europe","233","Catholic Christian",28,12,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",1300,45,1300,"Divorced/Separated","I do not have a spouse/partner",2,3,0,0,"Yes","No","No","No","No","Yes"
"573","Male",1995,21,"Abroad","Europe","201","Muslim",7,14,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,200,15,1200,"Single","I do not have a spouse/partner",0,3,0,0,"Yes","Yes","No","No","No","No"
"574","Male",1979,37,"Abroad","Europe","235","Orthodox Christian",22,15,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",1700,48,1700,"Married","Same as respondent",3,5,0,0,"Yes","No","No","No","No","No"
"575","Female",1981,35,"Abroad","Europe","235","Catholic Christian",25,10,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",1200,30,1700,"Divorced/Separated","I do not have a spouse/partner",2,3,0,0,"Yes","Yes","No","No","No","Yes"
"576","Male",1970,46,"Abroad","Africa","460","Muslim",29,17,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",2000,40,2000,"Married","Same as respondent",3,5,0,0,"Yes","No","No","No","No","No"
"577","Male",1972,44,"Abroad","Africa","460","Muslim",20,24,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very well","No",1200,40,1200,"Married","Same as respondent",3,1,0,300,"Yes","Yes","No","No","No","No"
"578","Female",1995,21,"Abroad","Africa","419","Muslim",0,21,"Dual citizenship","Legal","Upper secondary school",13,NA,"Very well",NA,900,40,1800,"Single","I do not have a spouse/partner",0,3,0,150,"Yes","No","Yes","No","No","Yes"
"579","Female",1991,25,"Italy","Europe","233","Orthodox Christian",0,25,"Dual citizenship","Legal","Upper secondary school",13,NA,"Very well",NA,1000,40,1500,"Single","I do not have a spouse/partner",0,2,0,0,"Yes","Yes","No","No","No","No"
"580","Female",1991,25,"Abroad","America","602","No religion",2,23,"CE long-term residence permit","Legal","Vocational qualification",11,NA,"Very well",NA,900,40,2900,"Single","I do not have a spouse/partner",0,3,0,0,"Yes","No","No","No","No","Yes"
"581","Female",1979,37,"Abroad","Asia","314","No religion",23,14,"Valid residence permit/visa","Legal","Primary school",5,"Don't know, not informed","Very","No",1000,56,2200,"Married","Same as respondent",0,3,0,0,"Yes","No","Yes","No","No","Yes"
"582","Male",1962,54,"Abroad","Asia","344","Muslim",42,12,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very well","No",1600,45,1600,"Married","Same as respondent",1,2,350,350,"No","No","No","No","No","No"
"583","Male",1962,54,"Abroad","Europe","271","Orthodox Christian",36,18,"CE long-term residence permit","Legal","Lower secondary school",8,"Yes","Very well","Yes",900,40,1900,"Married","Same as respondent",1,3,0,0,"Yes","No","Yes","No","No","No"
"584","Male",1978,38,"Abroad","Europe","243","No religion",23,15,"Dual citizenship","Legal","Lower secondary school",8,"Yes","Very well","Yes",2000,40,3000,"Single","I do not have a spouse/partner",0,2,0,0,"No","No","No","No","No","Yes"
"585","Male",1980,36,"Abroad","Africa","423","Evangelical Christian",16,20,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",1100,40,2600,"Married","Same as respondent",2,3,220,220,"Yes","Yes","Yes","No","No","Yes"
"586","Female",1983,33,"Abroad","Africa","428","Evangelical Christian",23,10,"Dual citizenship","Legal","Lower secondary school",8,"No","Very","No",800,20,2600,"Married","Italian",1,3,200,200,"Yes","No","Yes","Yes","No","Yes"
"587","Male",1991,25,"Abroad","Africa","411","Other Christian",3,22,"Dual citizenship","Legal","Vocational qualification",11,NA,"Very well",NA,1000,40,1200,"Single","I do not have a spouse/partner",0,2,0,0,"Yes","Yes","Yes","No","No","Yes"
"588","Female",1983,33,"Abroad","Europe","201","Catholic Christian",27,6,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very","No",600,24,3200,"Married","Same as respondent",0,3,0,0,"No","Yes","Yes","Yes","No","Yes"
"589","Female",1988,28,"Abroad","Europe","235","Coptic Christian",20,8,"EU citizens (or dual citizenship of another EU country)","Legal","Vocational qualification",11,"Yes","Very","Yes",1400,40,2800,"Divorced/Separated","Same as respondent",0,2,800,800,"Yes","Yes","No","No","No","Yes"
"590","Male",1969,47,"Abroad","Africa","460","Muslim",40,7,"Valid residence permit/visa","Legal","Vocational qualification",11,"No","Very","No",850,48,1100,"Married","Same as respondent",1,2,250,250,"No","No","No","No","No","No"
"591","Male",1976,40,"Abroad","Africa","436","Muslim",25,15,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",1200,40,1200,"Married","Same as respondent",1,3,0,0,"Yes","Yes","Yes","Yes","No","Yes"
"592","Male",1965,51,"Abroad","Africa","436","Muslim",31,20,"Dual citizenship","Legal","Lower secondary school",8,"No","Very well","No",1250,48,3000,"Married","Same as respondent",2,3,1000,1000,"Yes","Yes","Yes","No","No","Yes"
"593","Male",1990,26,"Abroad","Europe","253","Muslim",0,26,"Dual citizenship","Legal","Upper secondary school",13,NA,"Very well",NA,1200,40,2800,"Single","I do not have a spouse/partner",0,2,300,300,"Yes","No","No","No","No","Yes"
"594","Male",1991,25,"Abroad","Africa","404","No religion",3,22,"Dual citizenship","Legal","Vocational qualification",11,NA,"Very well",NA,600,36,1600,"Single","I do not have a spouse/partner",0,2,0,0,"No","Yes","No","No","No","No"
"595","Female",1995,21,"Abroad","Europe","209","Orthodox Christian",13,8,"EU citizens (or dual citizenship of another EU country)","Legal","Vocational qualification",11,"Don't know, not informed","Very well","No",1200,48,1200,"Single","I do not have a spouse/partner",0,1,200,200,"Yes","No","Yes","Yes","No","Yes"
"596","Female",1981,35,"Abroad","America","605","Catholic Christian",22,13,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",1200,48,1200,"Single","I do not have a spouse/partner",0,1,300,300,"Yes","Yes","Yes","Yes","No","Yes"
"597","Male",1965,51,"Abroad","Africa","436","Muslim",33,18,"CE long-term residence permit","Legal","None",0,NA,"Very",NA,1000,48,1000,"Widowed","I do not have a spouse/partner",0,1,0,0,"Yes","No","Yes","No","No","Yes"
"598","Male",1992,24,"Italy","Asia","330","Sikh",0,24,"Dual citizenship","Legal","Vocational qualification",11,NA,"Very well",NA,1200,40,2400,"Single","I do not have a spouse/partner",0,3,0,0,"Yes","Yes","Yes","Yes","No","No"
"599","Male",1972,44,"Abroad","Asia","344","Muslim",35,9,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very","No",1200,40,1600,"Married","Same as respondent",0,2,200,200,"Yes","No","Yes","Yes","No","Yes"
"600","Male",1986,30,"Abroad","Europe","235","Orthodox Christian",15,15,"EU citizens (or dual citizenship of another EU country)","Legal","Vocational qualification",11,"Yes","Very well","Yes",1000,48,1800,"Single","I do not have a spouse/partner",0,3,0,0,"No","No","No","No","No","No"
"601","Male",1987,29,"Abroad","Africa","450","Muslim",17,12,"CE long-term residence permit","Legal","Lower secondary school",8,NA,"Very well",NA,800,40,1600,"Single","I do not have a spouse/partner",0,2,0,0,"Yes","No","No","No","No","No"
"602","Female",1974,42,"Abroad","Europe","235","Catholic Christian",35,7,"EU citizens (or dual citizenship of another EU country)","Legal","Vocational qualification",11,"Yes","Very","Yes",1000,48,1600,"Married","Same as respondent",1,2,250,250,"No","No","No","No","No","No"
"603","Male",1993,23,"Abroad","Europe","272","Muslim",6,17,"Dual citizenship","Legal","Lower secondary school",8,NA,"Very well",NA,900,46,2200,"Single","I do not have a spouse/partner",0,3,200,200,"Yes","No","No","No","No","No"
"604","Male",1971,45,"Abroad","Africa","450","Muslim",18,27,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very well","No",950,40,2100,"Married","Italian",1,3,250,250,"Yes","Yes","Yes","Yes","No","Yes"
"605","Male",1992,24,"Abroad","Africa","436","Muslim",3,21,"Dual citizenship","Legal","Vocational qualification",11,NA,"Very well",NA,1000,40,1600,"Single","I do not have a spouse/partner",0,2,100,100,"Yes","No","Yes","No","No","Yes"
"606","Male",1968,48,"Abroad","Africa","435","Muslim",29,19,"CE long-term residence permit","Legal","Vocational qualification",11,"No","Very","No",950,40,2300,"Married","Same as respondent",2,4,350,350,"Yes","Yes","Yes","No","No","Yes"
"607","Male",1987,29,"Abroad","Europe","201","Orthodox Christian",19,10,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",1100,40,1900,"Married","Other citizenship",0,2,0,0,"No","Yes","Yes","Yes","No","No"
"608","Male",1993,23,"Abroad","Asia","344","Muslim",10,13,"Valid residence permit/visa","Legal","Primary school",5,"No","Very","No",650,48,900,"Married","Same as respondent",0,2,150,150,"No","Yes","Yes","No","No","No"
"609","Male",1988,28,"Abroad","Africa","460","Muslim",12,16,"CE long-term residence permit","Legal","Vocational qualification",11,NA,"Very well",NA,1350,40,1950,"Single","I do not have a spouse/partner",0,2,250,250,"No","No","No","No","No","No"
"610","Female",1986,30,"Abroad","Africa","419","Muslim",11,19,"CE long-term residence permit","Legal","Lower secondary school",8,NA,"Very well",NA,950,40,950,"Single","I do not have a spouse/partner",0,2,0,0,"Yes","No","Yes","No","No","Yes"
"611","Female",1972,44,"Abroad","America","608","Catholic Christian",28,16,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",900,48,900,"Married","Same as respondent",0,1,250,250,"Yes","No","No","No","No","Yes"
"612","Male",1996,20,"Italy","Africa","423","Evangelical Christian",0,20,"Dual citizenship","Legal","Vocational qualification",11,NA,"Very well",NA,900,48,2300,"Single","I do not have a spouse/partner",0,3,0,0,"Yes","No","Yes","Yes","No","Yes"
"613","Male",1991,25,"Abroad","Asia","314","No religion",18,7,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",800,40,2200,"Single","I do not have a spouse/partner",0,3,0,0,"No","Yes","Yes","No","No","No"
"614","Female",1968,48,"Abroad","Africa","436","Muslim",27,21,"Dual citizenship","Legal","Vocational qualification",11,"No","Very well","No",2000,48,2800,"Married","Same as respondent",2,3,800,800,"Yes","No","Yes","Yes","No","Yes"
"615","Male",1996,20,"Abroad","Asia","330","Hindu",10,10,"CE long-term residence permit","Legal","Lower secondary school",8,NA,"Very well",NA,1100,40,3200,"Single","I do not have a spouse/partner",0,4,350,350,"No","Yes","No","No","No","Yes"
"616","Female",1992,24,"Abroad","Europe","235","Orthodox Christian",19,5,"EU citizens (or dual citizenship of another EU country)","Legal","Vocational qualification",11,"Don't know, not informed","Very well","No",1000,40,1650,"Single","I do not have a spouse/partner",0,2,150,150,"Yes","Yes","Yes","Yes","No","No"
"617","Male",1974,42,"Abroad","Africa","436","Muslim",22,20,"Dual citizenship","Legal","Lower secondary school",8,"No","Very well","No",1100,40,1800,"Married","Same as respondent",2,4,0,0,"Yes","No","Yes","No","No","Yes"
"618","Male",1968,48,"Abroad","Asia","330","Hindu",38,10,"Valid residence permit/visa","Legal","Primary school",5,"Don't know, not informed","Fairly","No",1200,40,1200,"Married","Same as respondent",2,1,600,600,"Yes","Yes","No","No","No","No"
"619","Male",1989,27,"Abroad","Asia","330","Buddhist",17,10,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",600,30,800,"Single","I do not have a spouse/partner",0,2,0,0,"Yes","No","No","No","No","No"
"620","Male",1993,23,"Abroad","Africa","419","Muslim",3,20,"Dual citizenship","Legal","Upper secondary school",13,NA,"Very well",NA,950,40,1950,"Single","I do not have a spouse/partner",0,3,350,350,"Yes","Yes","Yes","Yes","No","Yes"
"621","Female",1985,31,"Abroad","America","516","Catholic Christian",25,6,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very","No",1300,40,1300,"Divorced/Separated","Italian",1,2,150,150,"Yes","Yes","Yes","No","No","Yes"
"622","Male",1974,42,"Abroad","Asia","305","Muslim",31,11,"Expired residence permit/visa being renewed","Legal","Primary school",5,"No","Fairly","No",2150,48,2150,"Married","Same as respondent",1,3,250,250,"Yes","No","No","No","No","No"
"623","Male",1995,21,"Italy","Asia","330","Hindu",0,21,"Dual citizenship","Legal","Vocational qualification",11,NA,"Very well",NA,950,40,2100,"Single","I do not have a spouse/partner",0,4,250,250,"Yes","Yes","Yes","Yes","No","No"
"624","Male",1987,29,"Abroad","Asia","314","Evangelical Christian",20,9,"Valid residence permit/visa","Legal","University degree or postgraduate diploma",16,"Yes","Very","Yes",700,15,700,"Single","I do not have a spouse/partner",0,1,0,0,"No","No","No","No","No","No"
"625","Female",1981,35,"Abroad","Asia","314","Evangelical Christian",20,15,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",400,30,1000,"Married","Same as respondent",2,4,0,0,"Yes","No","No","No","No","No"
"626","Female",1983,33,"Abroad","Asia","314","No religion",20,13,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Fairly","No",860,40,860,"Divorced/Separated","I do not have a spouse/partner",1,1,0,0,"Yes","No","No","No","No","No"
"627","Female",1976,40,"Abroad","Asia","314","No religion",28,12,"Expired residence permit/visa being renewed","Legal","Primary school",5,"Don't know, not informed","Not at all","No",800,40,1400,"Married","Same as respondent",2,4,0,0,"No","No","No","No","No","No"
"628","Female",1983,33,"Abroad","Asia","314","No religion",23,10,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Fairly","No",1000,50,2000,"Single","Same as respondent",3,4,0,600,"Yes","No","No","No","No","No"
"629","Male",1975,41,"Abroad","Asia","314","No religion",23,18,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Little","No",1100,48,1800,"Married","Same as respondent",3,4,0,600,"No","Yes","No","No","No","No"
"630","Female",1979,37,"Abroad","Asia","314","No religion",24,13,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Fairly","No",1100,40,1800,"Married","Same as respondent",2,4,0,0,"Yes","Yes","Yes","No","No","No"
"631","Female",1973,43,"Abroad","America","527","No religion",27,16,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",800,30,800,"Single","I do not have a spouse/partner",0,1,0,0,"Yes","No","Yes","No","No","Yes"
"632","Female",1974,42,"Abroad","Asia","320","Buddhist",29,13,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",600,10,600,"Divorced/Separated","I do not have a spouse/partner",0,1,0,0,"Yes","No","No","No","No","No"
"633","Female",1960,56,"Abroad","Europe","243","Catholic Christian",52,4,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Fairly","No",1300,48,1300,"Widowed","I do not have a spouse/partner",2,1,1000,1000,"Yes","No","Yes","No","No","Yes"
"634","Male",1978,38,"Abroad","Asia","314","Buddhist",26,12,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Not at all","No",900,70,2200,"Married","Same as respondent",0,2,300,300,"Yes","No","Yes","Yes","No","No"
"635","Male",1995,21,"Abroad","Asia","314","No religion",14,7,"Valid residence permit/visa","Legal","Vocational qualification",11,"Yes","Very well","Yes",1100,30,1100,"Single","I do not have a spouse/partner",0,1,0,0,"No","No","No","No","No","No"
"636","Male",1986,30,"Abroad","Europe","244","Catholic Christian",27,3,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Yes","Very","Yes",1600,45,1600,"Married","Same as respondent",1,3,0,0,"Yes","No","No","No","No","No"
"637","Female",1974,42,"Abroad","Asia","314","No religion",32,10,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Fairly","No",1150,48,1600,"Married","Italian",1,2,500,500,"No","No","No","No","No","No"
"638","Male",1973,43,"Abroad","Asia","305","Muslim",26,17,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, wouldn't need it given the job opportunities in Italy","Fairly","No",1100,40,1100,"Married","Same as respondent",2,4,50,50,"Yes","No","No","No","No","No"
"639","Male",1968,48,"Abroad","Asia","348","Coptic Christian",23,25,"Dual citizenship","Legal","University degree or postgraduate diploma",16,NA,"Very well",NA,2400,48,4600,"Married","Italian",1,3,600,600,"No","No","No","Yes","No","Yes"
"640","Male",1989,27,"Abroad","Asia","301","Muslim",26,1,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Little","No",600,65,600,"Married","Same as respondent",2,1,300,300,"Yes","No","No","No","No","No"
"641","Male",1982,34,"Abroad","Asia","351","Muslim",25,9,"CE long-term residence permit","Legal","Vocational qualification",11,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",2000,60,2000,"Married","Same as respondent",1,3,200,200,"Yes","No","Yes","No","No","No"
"642","Male",1976,40,"Abroad","Africa","404","Catholic Christian",30,10,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",600,30,600,"Married","Same as respondent",2,1,200,200,"No","No","No","No","No","No"
"643","Female",1980,36,"Abroad","America","609","Catholic Christian",26,10,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",800,55,1600,"Married","Other citizenship",2,4,0,0,"Yes","Yes","Yes","No","No","Yes"
"644","Male",1975,41,"Abroad","Europe","235","Orthodox Christian",27,14,"EU citizens (or dual citizenship of another EU country)","Legal","Lower secondary school",8,"No","Very well","No",1600,45,1600,"Married","Same as respondent",1,3,0,0,"No","No","No","No","No","No"
"645","Female",1980,36,"Abroad","America","619","Catholic Christian",25,11,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1200,45,1800,"Married","Italian",2,4,0,0,"Yes","No","Yes","No","No","Yes"
"646","Female",1976,40,"Abroad","Europe","245","Orthodox Christian",24,16,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"No","Very well","No",1000,40,2500,"Married","Same as respondent",1,3,0,0,"Yes","No","No","No","No","Yes"
"647","Male",1972,44,"Abroad","Africa","419","Muslim",26,18,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"No","Very","No",2000,60,2000,"Married","Same as respondent",2,4,300,300,"Yes","No","Yes","No","No","No"
"648","Male",1970,46,"Abroad","Africa","450","Muslim",29,17,"CE long-term residence permit","Legal","Vocational qualification",11,"No","Very","No",1000,30,2200,"Married","Same as respondent",2,6,0,200,"No","No","No","No","No","No"
"649","Male",1972,44,"Abroad","Africa","436","Muslim",29,15,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",1100,40,1100,"Married","Same as respondent",1,3,0,0,"Yes","No","No","No","No","No"
"650","Female",1968,48,"Abroad","America","609","Catholic Christian",29,19,"CE long-term residence permit","Legal","Primary school",5,"Don't know, not informed","Very","No",700,30,1800,"Married","Same as respondent",2,4,0,0,"Yes","No","Yes","No","No","No"
